,property name,property street,property city,property state,property zipcode,Studio,1 Bedroom,2 Bedrooms,3 Bedrooms,Latitude,Longitude,URL
435,1415 S 4th St,1415 S 4th St,Philadelphia,PA,19147,NA,NA,NA,NA,39.93039,-75.15152,https://www.apartments.com/1415-s-4th-st-philadelphia-pa/hfrh981/
436,505 W Norris St Unit 1,505 W Norris St Unit 1,Philadelphia,PA,19122,NA,NA,NA,"$1,900",39.98152,-75.14275,https://www.apartments.com/505-w-norris-st-philadelphia-pa-unit-1/5l1m11p/
437,2332 S Broad St,2332 S Broad St,Philadelphia,PA,19145,NA,NA,"$1,500",NA,39.92105,-75.17078,https://www.apartments.com/2332-s-broad-st-philadelphia-pa/5rmtlvp/
438,Tower Place,1400 Spring Garden St,Philadelphia,PA,19130,NA,"$1,686 – 2,045","$2,030 – 3,052",NA,39.96201,-75.16225,https://www.apartments.com/tower-place-philadelphia-pa/bex449c/
439,2543 N Front St Unit 3,2543 N Front St Unit 3,Philadelphia,PA,19133,NA,NA,NA,"$1,695",39.98878,-75.13111,https://www.apartments.com/2543-n-front-st-philadelphia-pa-unit-3/yydve6t/
440,2987 Frankford Ave Unit 2ND FLOOR REAR,2987 Frankford Ave Unit 2ND FLOOR REAR,Philadelphia,PA,19134,NA,$700,NA,NA,39.9906,-75.11496,https://www.apartments.com/2987-frankford-ave-philadelphia-pa-unit-2nd-floor-rear/pg6317t/
441,1244 N Taney St Unit B,1244 N Taney St Unit B,Philadelphia,PA,19121,NA,"$1,313",NA,NA,39.97515,-75.17933,https://www.apartments.com/1244-n-taney-st-philadelphia-pa-unit-b/ecp2xbq/
442,475 Domino Ln,475 Domino Ln,Philadelphia,PA,19128,NA,NA,NA,"$1,650",40.04443,-75.23473,https://www.apartments.com/475-domino-ln-philadelphia-pa/2vmq589/
443,130 Spruce St,130 Spruce St,Philadelphia,PA,19106,NA,NA,"$3,100",NA,39.94438,-75.1443,https://www.apartments.com/130-spruce-st-philadelphia-pa/ylbsj0s/
444,Rushwood Apartments,10825 E Keswick Rd,Philadelphia,PA,19154,NA,"$1,174 – 1,284","$1,264 – 1,445",NA,40.08126,-74.98363,https://www.apartments.com/rushwood-apartments-philadelphia-pa/g8qsrgz/
445,834 S Cecil St,834 S Cecil St,Philadelphia,PA,19143,NA,NA,$775,NA,39.94786,-75.23916,https://www.apartments.com/834-s-cecil-st-philadelphia-pa/ympsp8v/
446,4105 W Girard Ave Unit 1,4105 W Girard Ave Unit 1,Philadelphia,PA,19104,NA,NA,$995,NA,39.97414,-75.20677,https://www.apartments.com/4105-w-girard-ave-philadelphia-pa-unit-1/0fx74h2/
447,5701 Malcolm St,5701 Malcolm St,Philadelphia,PA,19143,NA,$775,NA,NA,39.94193,-75.23357,https://www.apartments.com/5701-malcolm-st-philadelphia-pa/8zc0191/
448,4122 Chester Ave Unit C/3FL,4122 Chester Ave Unit C/3FL,Philadelphia,PA,19104,NA,NA,NA,"$1,740",39.94823,-75.20652,https://www.apartments.com/4122-chester-ave-philadelphia-pa-unit-c-3fl/vzb9s2g/
449,223 S 44th St,223 S 44th St,Philadelphia,PA,19104,NA,NA,NA,"$1,695",39.95429,-75.20992,https://www.apartments.com/223-s-44th-st-philadelphia-pa/vyf9rtg/
450,The Piazza,1001 N 2nd St,Philadelphia,PA,19123,NA,"$1,805 – 2,095","$2,145 – 2,735",NA,39.96673,-75.13992,https://www.apartments.com/the-piazza-philadelphia-pa/pslb7ts/
451,705 S 5th St Unit 301,705 S 5th St Unit 301,Philadelphia,PA,19147,NA,NA,"$2,450",NA,39.94004,-75.15095,https://www.apartments.com/705-s-5th-st-philadelphia-pa-unit-301/f0q6p3v/
452,2429 Locust St Unit 513,2429 Locust St Unit 513,Philadelphia,PA,19103,NA,"$1,923",NA,NA,39.95021,-75.18023,https://www.apartments.com/2429-locust-st-philadelphia-pa-unit-513/5d1cwbp/
453,1405 Frankford Ave,1405 Frankford Ave,Philadelphia,PA,19125,NA,"$1,695",NA,NA,39.97259,-75.13401,https://www.apartments.com/1405-frankford-ave-philadelphia-pa/d2vrktk/
454,1416 Frankford Ave Unit 405,1416 Frankford Ave Unit 405,Philadelphia,PA,19125,NA,"$1,575",NA,NA,39.97284,-75.1343,https://www.apartments.com/1416-frankford-ave-philadelphia-pa-unit-405/g1m19nx/
455,4592 Silverwood St,4592 Silverwood St,Philadelphia,PA,19127,NA,NA,NA,NA,40.03125,-75.22503,https://www.apartments.com/4592-silverwood-st-philadelphia-pa/6btk2xt/
456,YONO,1320 W Somerville Ave,Philadelphia,PA,19141,$847 – 892,"$1,148",NA,NA,40.03459,-75.14417,https://www.apartments.com/yono-philadelphia-pa/fzzev2t/
457,918 Snyder Ave,918 Snyder Ave,Philadelphia,PA,19148,NA,NA,"$1,750",NA,39.92318,-75.16198,https://www.apartments.com/918-snyder-ave-philadelphia-pa/1w1gw96/
458,2020 E Rittenhouse St,2020 E Rittenhouse St,Philadelphia,PA,19138,NA,NA,NA,"$1,200",40.05792,-75.15156,https://www.apartments.com/2020-e-rittenhouse-st-philadelphia-pa/qmbl7my/
459,2566 E Ontario St,2566 E Ontario St,Philadelphia,PA,19134,NA,NA,NA,"$1,150",39.98801,-75.09928,https://www.apartments.com/2566-e-ontario-st-philadelphia-pa/9eeep46/
460,2601 Pennsylvania Ave Unit 222,2601 Pennsylvania Ave Unit 222,Philadelphia,PA,19130,NA,"$1,450",NA,NA,39.96804,-75.18011,https://www.apartments.com/2601-pennsylvania-ave-philadelphia-pa-unit-222/evn9hqm/
461,5803 Addison St,5803 Addison St,Philadelphia,PA,19143,NA,NA,NA,"$1,100",39.95417,-75.23853,https://www.apartments.com/5803-addison-st-philadelphia-pa/4lqtrqk/
462,The Franklin Residences,834 Chestnut St,Philadelphia,PA,19107,NA,"$1,799 – 2,400","$3,332 – 3,525",NA,39.94939,-75.1552,https://www.apartments.com/the-franklin-residences-philadelphia-pa/dbd8hml/
463,2207 E Sergeant St,2207 E Sergeant St,Philadelphia,PA,19125,NA,NA,NA,"$1,500",39.9821,-75.12283,https://www.apartments.com/2207-e-sergeant-st-philadelphia-pa/h1xft83/
464,2929 Cecil B. Moore Ave,2929 Cecil B. Moore Ave,Philadelphia,PA,19121,NA,NA,NA,NA,39.9821,-75.18288,https://www.apartments.com/2929-cecil-b-moore-ave-philadelphia-pa/evglq3n/
465,821 N 15th St,821 N 15th St,Philadelphia,PA,19130,NA,"$1,400",NA,NA,39.96873,-75.1615,https://www.apartments.com/821-n-15th-st-philadelphia-pa/87msnp2/
466,1659 Conklin St,1659 Conklin St,Philadelphia,PA,19124,NA,NA,NA,NA,40.02101,-75.0769,https://www.apartments.com/1659-conklin-st-philadelphia-pa/qj706yy/
467,2316 N 27th St,2316 N 27th St,Philadelphia,PA,19132,NA,NA,NA,"$1,350",39.99102,-75.17709,https://www.apartments.com/2316-n-27th-st-philadelphia-pa/0h58w12/
468,Chestnut Hill Tower,7600 Stenton Ave,Philadelphia,PA,19118,"$1,190 – 1,235",NA,"$1,651 – 1,877",NA,40.07325,-75.19056,https://www.apartments.com/chestnut-hill-tower-philadelphia-pa/txhrqp9/
469,1949 N 4th St Unit 1,1949 N 4th St Unit 1,Philadelphia,PA,19122,NA,NA,NA,"$1,795",39.98078,-75.14056,https://www.apartments.com/1949-n-4th-st-philadelphia-pa-unit-1/hevn0c3/
470,801 E Willard St Unit 1,801 E Willard St Unit 1,Philadelphia,PA,19134,NA,NA,$750,NA,39.99804,-75.11504,https://www.apartments.com/801-e-willard-st-philadelphia-pa-unit-1/n07v31m/
471,2312 Madison Square,2312 Madison Square,Philadelphia,PA,19146,NA,NA,NA,"$2,100",39.94225,-75.18162,https://www.apartments.com/2312-madison-square-philadelphia-pa/x4pl77q/
472,1737 Ingersoll St Unit A,1737 Ingersoll St Unit A,Philadelphia,PA,19121,NA,NA,"$1,800",NA,39.97482,-75.16491,https://www.apartments.com/1737-ingersoll-st-philadelphia-pa-unit-a/cg55rtg/
473,4200 Pine St Unit 502,4200 Pine St Unit 502,Philadelphia,PA,19104,NA,NA,"$2,200",NA,39.95084,-75.20768,https://www.apartments.com/4200-pine-st-philadelphia-pa-unit-502/krcs8v8/
474,Tacony Crossing by ONEWALL,155 E Godfrey Ave,Philadelphia,PA,19120,NA,$875 – 999,"$1,100 – 1,300",NA,40.04483,-75.11622,https://www.apartments.com/tacony-crossing-by-onewall-philadelphia-pa/e1djx4m/
475,4507 Brown St,4507 Brown St,Philadelphia,PA,19139,NA,NA,NA,"$1,550",39.96685,-75.21289,https://www.apartments.com/4507-brown-st-philadelphia-pa/z21f28z/
476,1437 S 2nd St,1437 S 2nd St,Philadelphia,PA,19147,NA,NA,NA,"$1,995",39.92939,-75.14809,https://www.apartments.com/1437-s-2nd-st-philadelphia-pa/1ynrpf4/
477,2802 Winton St,2802 Winton St,Philadelphia,PA,19145,NA,NA,NA,"$1,095",39.92637,-75.19282,https://www.apartments.com/2802-winton-st-philadelphia-pa/n9cdj9p/
478,210 Locust St Unit 4D,210 Locust St Unit 4D,Philadelphia,PA,19106,NA,"$1,695",NA,NA,39.9451,-75.14514,https://www.apartments.com/210-locust-st-philadelphia-pa-unit-4d/pwwrgqs/
479,1002 Fairmount Ave,1002 Fairmount Ave,Philadelphia,PA,19123,NA,NA,NA,"$2,300",39.96518,-75.15395,https://www.apartments.com/1002-fairmount-ave-philadelphia-pa/37pz4rf/
480,Apex Manayunk,4601 Flat Rock Rd,Philadelphia,PA,19127,NA,"$1,744 – 2,702","$2,144 – 3,742","$2,414 – 3,412",40.0291,-75.23162,https://www.apartments.com/apex-manayunk-philadelphia-pa/eym0g5m/
481,5923 N Broad St,5923 N Broad St,Philadelphia,PA,19141,NA,NA,"$1,200",NA,40.04355,-75.14327,https://www.apartments.com/5923-n-broad-st-philadelphia-pa/31fz28d/
482,227 Dawson St,227 Dawson St,Philadelphia,PA,19128,NA,NA,"$1,450",NA,40.01977,-75.21097,https://www.apartments.com/227-dawson-st-philadelphia-pa/0rdt0w2/
483,33 Letitia St,33 Letitia St,Philadelphia,PA,19106,NA,"$1,845",NA,NA,39.94889,-75.14313,https://www.apartments.com/33-letitia-st-philadelphia-pa/9z0vkw7/
484,825 N 29th St Unit 3F,825 N 29th St Unit 3F,Philadelphia,PA,19130,NA,"$1,600",NA,NA,39.97173,-75.18373,https://www.apartments.com/825-n-29th-st-philadelphia-pa-unit-3f/y5h7jpv/
485,2965 Tilton St,2965 Tilton St,Philadelphia,PA,19134,NA,NA,NA,"$1,350",39.98094,-75.10755,https://www.apartments.com/2965-tilton-st-philadelphia-pa/cr58w7f/
486,The Commonwealth,1201 Chestnut St,Philadelphia,PA,19107,NA,"$1,795 – 5,080","$2,595 – 5,525",NA,39.95071,-75.16032,https://www.apartments.com/the-commonwealth-philadelphia-pa/mcysbhk/
487,1841 W Albanus St,1841 W Albanus St,Philadelphia,PA,19141,NA,NA,NA,$995,40.02976,-75.15457,https://www.apartments.com/1841-w-albanus-st-philadelphia-pa/xtrewpm/
488,2738 N Ringgold St,2738 N Ringgold St,Philadelphia,PA,19132,NA,NA,"$1,250",NA,39.99701,-75.17126,https://www.apartments.com/2738-n-ringgold-st-philadelphia-pa/b5x70q9/
489,7024 Torresdale Ave,7024 Torresdale Ave,Philadelphia,PA,19135,NA,NA,NA,"$2,000",40.02785,-75.04012,https://www.apartments.com/7024-torresdale-ave-philadelphia-pa/qv50f8x/
490,5303 Magnolia St,5303 Magnolia St,Philadelphia,PA,19144,NA,NA,NA,"$1,100",40.03842,-75.16208,https://www.apartments.com/5303-magnolia-st-philadelphia-pa/eg17nmn/
491,4322 Howell St,4322 Howell St,Philadelphia,PA,19135,NA,NA,$950,NA,40.02025,-75.06392,https://www.apartments.com/4322-howell-st-philadelphia-pa/yk4nt6v/
492,5711 Chew Ave,5711 Chew Ave,Philadelphia,PA,19138,NA,NA,NA,NA,40.04589,-75.16504,https://www.apartments.com/5711-chew-ave-philadelphia-pa/1jvh794/
493,3608 Spring Garden St,3608 Spring Garden St,Philadelphia,PA,19104,NA,"$1,275",NA,NA,39.96229,-75.19493,https://www.apartments.com/3608-spring-garden-st-philadelphia-pa/e4fw2mq/
494,2122 N 18th St,2122 N 18th St,Philadelphia,PA,19121,NA,NA,"$1,100",NA,39.98635,-75.16303,https://www.apartments.com/2122-n-18th-st-philadelphia-pa/tjkpqp8/
495,1804 S Ringgold St,1804 S Ringgold St,Philadelphia,PA,19145,NA,NA,NA,"$1,095",39.93007,-75.18596,https://www.apartments.com/1804-s-ringgold-st-philadelphia-pa/52wq1mq/
496,2212 N Camac St,2212 N Camac St,Philadelphia,PA,19133,NA,NA,NA,NA,39.9863,-75.15341,https://www.apartments.com/2212-n-camac-st-philadelphia-pa/e79z4bm/
497,5721 Morris St,5721 Morris St,Philadelphia,PA,19144,NA,$875,NA,NA,40.03018,-75.18227,https://www.apartments.com/5721-morris-st-philadelphia-pa/pggsgcr/
498,527 S 7th St,527 S 7th St,Philadelphia,PA,19147,NA,NA,NA,NA,39.94247,-75.1537,https://www.apartments.com/527-s-7th-st-philadelphia-pa/1b7e4z4/
499,5938 Henry Ave Unit 23,5938 Henry Ave Unit 23,Philadelphia,PA,19128,NA,NA,NA,"$1,995",40.03292,-75.20842,https://www.apartments.com/5938-henry-ave-philadelphia-pa-unit-23/3rsd0xd/
500,331 Winton St,331 Winton St,Philadelphia,PA,19148,NA,NA,"$1,800",NA,39.9214,-75.15221,https://www.apartments.com/331-winton-st-philadelphia-pa/rpjgvq0/
501,237 N 23rd St,237 N 23rd St,Philadelphia,PA,19103,NA,NA,NA,"$6,900",39.95882,-75.1766,https://www.apartments.com/237-n-23rd-st-philadelphia-pa/dh4mrqh/
502,Independence Lofts,525-533 N 11th St,Philadelphia,PA,19123,"$1,600 – 2,000",NA,"$1,980 – 2,382",NA,39.96244,-75.15551,https://www.apartments.com/independence-lofts-philadelphia-pa/bxlql0b/
503,529 N 3rd St,529 N 3rd St,Philadelphia,PA,19123,NA,NA,NA,NA,39.96059,-75.14339,https://www.apartments.com/529-n-3rd-st-philadelphia-pa/xx06q7p/
504,536 S 45th St,536 S 45th St,Philadelphia,PA,19104,NA,NA,NA,NA,39.94944,-75.2132,https://www.apartments.com/536-s-45th-st-philadelphia-pa/mgfv0yj/
505,1156 S Carlisle St,1156 S Carlisle St,Philadelphia,PA,19146,NA,NA,NA,"$2,500",39.93635,-75.16823,https://www.apartments.com/1156-s-carlisle-st-philadelphia-pa/yz3nc0s/
506,29 Wiota St,29 Wiota St,Philadelphia,PA,19104,NA,NA,NA,NA,39.95805,-75.2025,https://www.apartments.com/29-wiota-st-philadelphia-pa/z3kz96y/
507,4520 Springfield Ave Unit A6,4520 Springfield Ave Unit A6,Philadelphia,PA,19143,NA,NA,"$1,500",NA,39.94805,-75.2129,https://www.apartments.com/4520-springfield-ave-philadelphia-pa-unit-a6/g78jr9x/
508,The Point at City Line,6100 City Ave,Philadelphia,PA,19131,NA,"$1,191 – 1,838","$1,532 – 1,874","$2,271 – 2,606",39.99048,-75.2486,https://www.apartments.com/the-point-at-city-line-philadelphia-pa/nqv8lbn/
509,2604 Memphis St,2604 Memphis St,Philadelphia,PA,19125,NA,NA,"$1,275",NA,39.98179,-75.12078,https://www.apartments.com/2604-memphis-st-philadelphia-pa/mjd2deh/
510,5414 Irving St,5414 Irving St,Philadelphia,PA,19139,NA,NA,NA,"$1,275",39.95559,-75.23034,https://www.apartments.com/5414-irving-st-philadelphia-pa/7rkmcnw/
511,381 Delmar St,381 Delmar St,Philadelphia,PA,19128,NA,NA,NA,"$1,750",40.03759,-75.22578,https://www.apartments.com/381-delmar-st-philadelphia-pa/263t6mb/
512,1336 S Corlies St,1336 S Corlies St,Philadelphia,PA,19146,NA,NA,$950,NA,39.93683,-75.19447,https://www.apartments.com/1336-s-corlies-st-philadelphia-pa/k32pgf8/
513,5222 Catharine St,5222 Catharine St,Philadelphia,PA,19143,NA,NA,$995,NA,39.94888,-75.22829,https://www.apartments.com/5222-catharine-st-philadelphia-pa/pjbkexs/
514,Cherokee,7715 McCallum St,Philadelphia,PA,19118,NA,"$1,240","$1,460 – 1,820","$2,465",40.0576,-75.20961,https://www.apartments.com/cherokee-philadelphia-pa/bh31d59/
515,2812 S Sydenham St,2812 S Sydenham St,Philadelphia,PA,19145,NA,NA,"$1,250",NA,39.91575,-75.17413,https://www.apartments.com/2812-s-sydenham-st-philadelphia-pa/ndje2jn/
516,2676 Lefevre St,2676 Lefevre St,Philadelphia,PA,19137,NA,NA,NA,"$1,450",40.00009,-75.07237,https://www.apartments.com/2676-lefevre-st-philadelphia-pa/vyq7p6f/
517,1517 W Page St,1517 W Page St,Philadelphia,PA,19121,NA,NA,NA,NA,39.98405,-75.15884,https://www.apartments.com/1517-w-page-st-philadelphia-pa/et0kj3q/
518,2418 Frankford Ave Unit 4,2418 Frankford Ave Unit 4,Philadelphia,PA,19125,NA,NA,"$1,695",NA,39.98202,-75.12739,https://www.apartments.com/2418-frankford-ave-philadelphia-pa-unit-4/tss76b9/
519,9329 Walker St,9329 Walker St,Philadelphia,PA,19114,NA,$895,NA,NA,40.05596,-75.00109,https://www.apartments.com/9329-walker-st-philadelphia-pa/sztrsw7/
520,Imperial Towers,3801 Conshohocken Ave,Philadelphia,PA,19131,"$1,090 – 1,410","$1,070 – 1,725","$1,165 – 2,240",NA,40.00377,-75.20576,https://www.apartments.com/imperial-towers-philadelphia-pa/z5m8jhw/
521,1532 N 7th St,1532 N 7th St,Philadelphia,PA,19122,NA,NA,NA,"$2,300",39.97534,-75.14744,https://www.apartments.com/1532-n-7th-st-philadelphia-pa/l7kr28g/
522,3809 Spring Garden St Unit 211,3809 Spring Garden St Unit 211,Philadelphia,PA,19104,"$1,225",NA,NA,NA,39.96243,-75.19871,https://www.apartments.com/3809-spring-garden-st-philadelphia-pa-unit-211/ftkdzms/
523,156 Roxborough Ave,156 Roxborough Ave,Philadelphia,PA,19127,NA,NA,NA,NA,40.02605,-75.2204,https://www.apartments.com/156-roxborough-ave-philadelphia-pa/46vhgxh/
524,229 W Calvert St,229 W Calvert St,Philadelphia,PA,19120,NA,NA,NA,"$1,200",40.04,-75.12511,https://www.apartments.com/229-w-calvert-st-philadelphia-pa/bbm8w4b/
525,2549 S Jessup St,2549 S Jessup St,Philadelphia,PA,19148,NA,NA,NA,"$1,350",39.91774,-75.16614,https://www.apartments.com/2549-s-jessup-st-philadelphia-pa/h4gkbz0/
526,Bridge on Race,205 Race St,Philadelphia,PA,19106,"$1,625 – 2,305","$1,850 – 3,000","$2,805 – 4,160",NA,39.95398,-75.14331,https://www.apartments.com/bridge-on-race-philadelphia-pa/xxf2e4n/
527,430 Kingsley St,430 Kingsley St,Philadelphia,PA,19128,NA,NA,NA,NA,40.02519,-75.2114,https://www.apartments.com/430-kingsley-st-philadelphia-pa/16xlwl6/
528,4220 Chestnut St Unit 1,4220 Chestnut St Unit 1,Philadelphia,PA,19104,NA,NA,NA,"$1,375",39.95592,-75.20688,https://www.apartments.com/4220-chestnut-st-philadelphia-pa-unit-1/xlbgs2n/
529,2612 S Juniper St,2612 S Juniper St,Philadelphia,PA,19148,NA,NA,NA,"$1,350",39.91767,-75.1701,https://www.apartments.com/2612-s-juniper-st-philadelphia-pa/26j82b8/
530,629 N 32nd St,629 N 32nd St,Philadelphia,PA,19104,NA,NA,"$1,450",NA,39.96525,-75.18858,https://www.apartments.com/629-n-32nd-st-philadelphia-pa/hc7tqz3/
531,2026 Market St Unit 807,2026 Market St Unit 807,Philadelphia,PA,19103,NA,"$1,925",NA,NA,39.95332,-75.17412,https://www.apartments.com/2026-market-st-philadelphia-pa-unit-807/4v08pgl/
532,1115 E Stafford St,1115 E Stafford St,Philadelphia,PA,19138,NA,NA,NA,"$1,150",40.05052,-75.16098,https://www.apartments.com/1115-e-stafford-st-philadelphia-pa/cdf955f/
533,415 N 41st St Unit 1,415 N 41st St Unit 1,Philadelphia,PA,19104,NA,NA,NA,NA,39.96063,-75.20508,https://www.apartments.com/415-n-41st-st-philadelphia-pa-unit-1/3hd9wqd/
534,502 Gerhard St Unit 6,502 Gerhard St Unit 6,Philadelphia,PA,19128,NA,NA,"$1,700",NA,40.03106,-75.21158,https://www.apartments.com/502-gerhard-st-philadelphia-pa-unit-6/w5rd11j/
535,7816 Frontenac St,7816 Frontenac St,Philadelphia,PA,19111,NA,$825,NA,NA,40.06093,-75.06286,https://www.apartments.com/7816-frontenac-st-philadelphia-pa/e4f7knp/
536,344 Van Kirk St,344 Van Kirk St,Philadelphia,PA,19120,NA,NA,$940,NA,40.04527,-75.10552,https://www.apartments.com/344-van-kirk-st-philadelphia-pa/b6zedmb/
537,Lincoln Court Apartments,6351 Overbook Ave,Philadelphia,PA,19151,NA,"$1,150 – 1,275","$1,400 – 1,500",NA,39.98767,-75.25213,https://www.apartments.com/lincoln-court-apartments-philadelphia-pa/wpls2mk/
538,3512 Lancaster Ave Unit 1W,3512 Lancaster Ave Unit 1W,Philadelphia,PA,19104,NA,NA,NA,"$2,207",39.95788,-75.19284,https://www.apartments.com/3512-lancaster-ave-philadelphia-pa-unit-1w/v47xsdf/
539,3715 N Sydenham St,3715 N Sydenham St,Philadelphia,PA,19140,NA,NA,NA,NA,40.01011,-75.15333,https://www.apartments.com/3715-n-sydenham-st-philadelphia-pa/mm581fh/
540,1228 Arch St Unit 2C,1228 Arch St Unit 2C,Philadelphia,PA,19107,NA,"$1,675",NA,NA,39.95386,-75.16087,https://www.apartments.com/1228-arch-st-philadelphia-pa-unit-2c/e74w6zm/
541,3205 Powelton Ave Unit A,3205 Powelton Ave Unit A,Philadelphia,PA,19104,NA,NA,"$1,750",NA,39.96072,-75.18829,https://www.apartments.com/3205-powelton-ave-philadelphia-pa-unit-a/4wrkgkh/
542,14 Newton St,14 Newton St,Philadelphia,PA,19118,NA,"$1,750",NA,NA,40.08154,-75.20744,https://www.apartments.com/14-newton-st-philadelphia-pa/qhbhbcw/
543,3450 J St Unit 128,3450 J St Unit 128,Philadelphia,PA,19134,NA,"$1,850",NA,NA,40.00021,-75.10901,https://www.apartments.com/3450-j-st-philadelphia-pa-unit-128/ctj8kld/
544,1227 N Myrtlewood St,1227 N Myrtlewood St,Philadelphia,PA,19121,NA,NA,NA,NA,39.97554,-75.18422,https://www.apartments.com/1227-n-myrtlewood-st-philadelphia-pa/teb9ew8/
545,4829 Baltimore Ave Unit D,4829 Baltimore Ave Unit D,Philadelphia,PA,19143,NA,NA,"$2,000",NA,39.94847,-75.22063,https://www.apartments.com/4829-baltimore-ave-philadelphia-pa-unit-d/c00mbhd/
546,1914 N 63rd St,1914 N 63rd St,Philadelphia,PA,19151,NA,NA,NA,NA,39.9841,-75.24772,https://www.apartments.com/1914-n-63rd-st-philadelphia-pa/tgxz5k8/
547,"2200 Benjamin Franklin Pkwy Unit 2BD, 2BA","2200 Benjamin Franklin Pkwy Unit 2BD, 2BA",Philadelphia,PA,19130,NA,NA,"$3,054",NA,39.96402,-75.16228,https://www.apartments.com/2200-benjamin-franklin-pkwy-philadelphia-pa-unit-2bd-2ba/ns7bv0m/
548,1919 Market St.,1919 Market St,Philadelphia,PA,19103,"$1,740 – 2,090","$2,360 – 3,625","$2,915 – 5,095",Call for Rent,39.95378,-75.17271,https://www.apartments.com/1919-market-st-philadelphia-pa/z6xq6wz/
549,241 S 6th St Unit 2306,241 S 6th St Unit 2306,Philadelphia,PA,19106,NA,"$1,695",NA,NA,39.94626,-75.15134,https://www.apartments.com/241-s-6th-st-philadelphia-pa-unit-2306/5f58pxq/
550,600 W Luray St,600 W Luray St,Philadelphia,PA,19140,NA,NA,NA,"$1,100",40.02151,-75.13652,https://www.apartments.com/600-w-luray-st-philadelphia-pa/25yhmrc/
551,2535 Tilton St,2535 Tilton St,Philadelphia,PA,19125,NA,NA,NA,"$1,650",39.97567,-75.11763,https://www.apartments.com/2535-tilton-st-philadelphia-pa/bbgf3f9/
552,4000 Gypsy Ln Unit 626,4000 Gypsy Ln Unit 626,Philadelphia,PA,19129,NA,NA,"$1,550",NA,40.01527,-75.20132,https://www.apartments.com/4000-gypsy-ln-philadelphia-pa-unit-626/jgj1ng4/
553,2333 N Park Ave,2333 N Park Ave,Philadelphia,PA,19132,NA,NA,NA,"$1,350",39.98848,-75.1541,https://www.apartments.com/2333-n-park-ave-philadelphia-pa/87j2x32/
554,Alden Park,5500 Wissahickon Ave,Philadelphia,PA,19144,"$842 – 3,377","$1,275 – 4,451","$1,294 – 11,392","$2,180 – 7,609",40.02708,-75.18425,https://www.apartments.com/alden-park-philadelphia-pa/83f95m3/
555,3141 N Percy St,3141 N Percy St,Philadelphia,PA,19133,NA,NA,NA,"$1,200",39.99983,-75.14499,https://www.apartments.com/3141-n-percy-st-philadelphia-pa/fs94cjr/
556,5139 Hadfield St,5139 Hadfield St,Philadelphia,PA,19143,NA,NA,"$1,900",NA,39.94691,-75.22593,https://www.apartments.com/5139-hadfield-st-philadelphia-pa/ggxenrw/
557,3400 Belgrade St Unit 306,3400 Belgrade St Unit 306,Philadelphia,PA,19134,NA,"$1,125",NA,NA,39.98919,-75.09941,https://www.apartments.com/3400-belgrade-st-philadelphia-pa-unit-306/537xqtp/
558,2240 Brill St,2240 Brill St,Philadelphia,PA,19137,NA,NA,$950,NA,40.01009,-75.06735,https://www.apartments.com/2240-brill-st-philadelphia-pa/ggpq3xx/
559,1811-19 Chestnut St Unit 407,1811-19 Chestnut St Unit 407,Philadelphia,PA,19103,NA,NA,"$2,800",NA,39.95204,-75.17088,https://www.apartments.com/1811-19-chestnut-st-philadelphia-pa-unit-407/ryltte3/
560,The Dane,2201 Bryn Mawr Ave,Philadelphia,PA,19131,"$1,198 – 1,479","$1,438 – 1,698","$1,595 – 2,211",NA,39.99015,-75.22607,https://www.apartments.com/the-dane-philadelphia-pa/mz3lvnk/
561,2360 N 12th St,2360 N 12th St,Philadelphia,PA,19133,NA,NA,NA,"$1,850",39.98872,-75.15205,https://www.apartments.com/2360-n-12th-st-philadelphia-pa/dexfsbk/
562,6413 Old York Rd Unit 1,6413 Old York Rd Unit 1,Philadelphia,PA,19126,NA,NA,"$1,050",NA,40.05166,-75.14296,https://www.apartments.com/6413-old-york-rd-philadelphia-pa-unit-1/0wn4le2/
563,2233 Fontain St,2233 Fontain St,Philadelphia,PA,19121,NA,NA,NA,NA,39.98617,-75.17092,https://www.apartments.com/2233-fontain-st-philadelphia-pa/d848q8j/
564,750 S 18th St,750 S 18th St,Philadelphia,PA,19146,NA,NA,NA,"$3,600",39.94233,-75.17257,https://www.apartments.com/750-s-18th-st-philadelphia-pa/s6hptx6/
565,761 N 23rd St,761 N 23rd St,Philadelphia,PA,19130,NA,NA,NA,"$1,800",39.96898,-75.17483,https://www.apartments.com/761-n-23rd-st-philadelphia-pa/yc8sqyv/
566,Bala Apartments,4920-4950 City Ave,Philadelphia,PA,19131,$745,"$945 – 1,175","$1,175 – 1,225","$1,625",40.00016,-75.22772,https://www.apartments.com/bala-apartments-philadelphia-pa/jejegh7/
567,6024 Larchwood Ave Unit C4,6024 Larchwood Ave Unit C4,Philadelphia,PA,19143,NA,$700,NA,NA,39.95314,-75.24369,https://www.apartments.com/6024-larchwood-ave-philadelphia-pa-unit-c4/txhxje9/
568,236 Parker Ave,236 Parker Ave,Philadelphia,PA,19128,NA,NA,NA,NA,40.03761,-75.23227,https://www.apartments.com/236-parker-ave-philadelphia-pa/fc5msds/
569,5709 Thomas Ave,5709 Thomas Ave,Philadelphia,PA,19143,NA,NA,"$1,000",NA,39.94328,-75.23605,https://www.apartments.com/5709-thomas-ave-philadelphia-pa/2sdrvs8/
